,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
8398,University of Minnesota - Twin Cities (UM),Chemical Engineering,1.29,2006-2007,1st,,1,2006,26000,27000,0,0,27000,Engineering,Engineering,low,1000,1000,University of Minnesota - Twin Cities UM_Engineering
8400,Cornell University (CU),Materials Science and Engineering,1.49,2014-2015,2nd,,2,2014,31900,31900,0,0,31900,Engineering,Engineering,low,0,0,Cornell University CU_Engineering
8402,University of Illinois - Urbana- Champaign (UIUC),Bioengineering,0.96,2014-2015,1st,,1,2014,16500,0,17500,0,17500,Engineering,Engineering,high,1000,1000,University of Illinois - Urbana- Champaign UIUC_Engineering
8406,University of Texas - Austin (UT),chemical engineering,1.22,2014-2015,4th,,4,2014,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
8415,Northwestern University (NU),Chemistry,1.28,2011-2012,1st,Don't remember required fees. I believe there was a ~$80 per quarter for the U-Pass public transit card.,1,2011,28000,28000,0,0,28000,Chemistry,Chemistry,low,0,0,Northwestern University NU_Chemistry
8424,University of Chicago (UC),Comparative Literature,1.15,2014-2015,4th,,4,2014,25000,0,22000,3000,25000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,University of Chicago UC_LinguisticsAndCommunication
8429,University of Southern California (USC),Mathematics,0.96,2014-2015,4th,,4,2014,22802,0,20000,3000,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,198,198,University of Southern California USC_MathematicsAndComputer Science
8436,University of California - San Diego (UCSD),Bioengineering,1.16,2014-2015,5th,,5,2014,27500,27500,0,0,27500,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
8438,Stanford University (SU),Mechanical Engineering,1.28,2006-2007,1st,Recipient of NSF GRF. All fees were covered by the department under the fellowship.,1,2006,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
8442,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.45,2014-2015,3rd,Fellowship which covers fees,3,2014,30500,30500,0,0,30500,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering
8443,Carnegie Mellon University (CMU),Electrical and Computer Engineering,1.47,2014-2015,6th and up,,6,2014,25350,27000,0,0,27000,Engineering,Engineering,low,1650,1650,Carnegie Mellon University CMU_Engineering
8452,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.01,2014-2015,4th,,4,2014,21176,25000,0,0,25000,Engineering,Engineering,low,3824,3824,Georgia Institute of Technology Georgia Tech_Engineering
8453,Carnegie Mellon University (CMU),Chemical Engineering,1.52,2014-2015,2nd,,2,2014,26200,26500,0,0,26500,Engineering,Engineering,low,300,300,Carnegie Mellon University CMU_Engineering
8458,University of North Carolina - Chapel Hill (UNC),Psychology,1.07,2014-2015,6th and up,,6,2014,20200,22000,0,0,22000,HistPolSoc,HistPolSoc,low,1800,1800,University of North Carolina - Chapel Hill UNC_HistPolSoc
8467,Carnegie Mellon University (CMU),Chemical Engineering,1.51,2014-2015,2nd,,2,2014,26000,27500,0,0,27500,Engineering,Engineering,low,1500,1500,Carnegie Mellon University CMU_Engineering
8475,Carnegie Mellon University (CMU),Materials Science and Engineering,1.35,2014-2015,1st,,1,2014,23300,25200,0,0,25200,Engineering,Engineering,low,1900,1900,Carnegie Mellon University CMU_Engineering
8482,Carnegie Mellon University (CMU),Materials Science and Engineering,1.62,2014-2015,4th,"Scholarship resulting in slightly higher stipend; Tuition is waived and not included in Gross Pay

Required Fees include tax, transportation fees, and activities and technology fees",4,2014,27900,32000,0,0,32000,Engineering,Engineering,low,4100,4100,Carnegie Mellon University CMU_Engineering
8483,California Institute of Technology (Caltech),Bioengineering,1.27,2013-2014,2nd,,2,2013,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,California Institute of Technology Caltech_Engineering
8485,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.14,2014-2015,2nd,,2,2014,24000,25000,0,0,25000,Engineering,Engineering,low,1000,1000,Georgia Institute of Technology Georgia Tech_Engineering
8486,University of California - San Diego (UCSD),Mechanical and Aerospace Engineering,1.15,2014-2015,4th,This is the newly-raised GSR stipend for students who have advanced to candidacy (passed their thesis proposal exam),4,2014,27297,27297,0,0,27297,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
8487,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.03,2014-2015,6th and up,,6,2014,21658,25000,0,0,25000,Engineering,Engineering,low,3342,3342,Georgia Institute of Technology Georgia Tech_Engineering
8488,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.03,2014-2015,5th,,5,2014,21658,25000,0,0,25000,Engineering,Engineering,low,3342,3342,Georgia Institute of Technology Georgia Tech_Engineering
8489,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.03,2014-2015,3rd,,3,2014,21658,25000,0,0,25000,Engineering,Engineering,low,3342,3342,Georgia Institute of Technology Georgia Tech_Engineering
8490,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.03,2014-2015,4th,,4,2014,21658,25000,0,0,25000,Engineering,Engineering,low,3342,3342,Georgia Institute of Technology Georgia Tech_Engineering
8491,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.03,2014-2015,2nd,,2,2014,21658,25000,0,0,25000,Engineering,Engineering,low,3342,3342,Georgia Institute of Technology Georgia Tech_Engineering
8492,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.03,2014-2015,1st,,1,2014,21658,25000,0,0,25000,Engineering,Engineering,low,3342,3342,Georgia Institute of Technology Georgia Tech_Engineering
8494,University of California - San Diego (UCSD),Mechanical and Aerospace Engineering,1.27,2011-2012,1st,This was my stipend through the Jacobs Fellowship I received through the Jacobs School of Engineering of UCSD.,1,2011,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
8495,Yale University (YU),Economics,1.55,2014-2015,2nd,,2,2014,34000,34000,0,0,34000,BusinessAndManagement,BusinessAndManagement,low,0,0,Yale University YU_BusinessAndManagement
8503,University of Washington (UW),Chemistry,1.32,2014-2015,5th,,5,2014,26400,27700,0,0,27700,Chemistry,Chemistry,low,1300,1300,University of Washington UW_Chemistry
8509,University of California - San Diego (UCSD),Mathematics,0.87,2013-2014,4th,,4,2013,20500,0,18000,2500,20500,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of California - San Diego UCSD_MathematicsAndComputer Science
8512,University of California - Berkeley,mechanical engineering,1.13,2014-2015,1st,,1,2014,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,University of California - Berkeley_Engineering
8514,Duke University (DU),Biology,1.58,2014-2015,4th,,4,2014,29800,0,24300,5500,29800,Biology,Biology,high,0,0,Duke University DU_Biology
8523,Stanford University (SU),Psychology,1.33,2014-2015,5th,These are rough estimates,5,2014,33200,34000,0,0,34000,HistPolSoc,HistPolSoc,low,800,800,Stanford University SU_HistPolSoc
8526,Emory University,Neuroscience,1.42,2012-2013,6th and up,,6,2012,29850,30000,0,0,30000,Medical,Medical,low,150,150,Emory University_Medical
8528,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.58,2014-2015,1st,Base pay for out students is actually $25000,1,2014,27300,28000,0,0,28000,Chemistry,Chemistry,low,700,700,University of Illinois - Urbana- Champaign UIUC_Chemistry
8530,Princeton University,Religion,0.87,2012-2013,5th,"My stipend would have been 25,000 but was reduced because I received a $16,000 external fellowship, bringing my total for 2012-2013 up to a total of $35,000.
My apologiesI may have submitted other years incorrectly on this form... But they're roughly accurate.",5,2012,18960,19000,0,0,19000,ArtsAndTheology,ArtsAndTheology,low,40,40,Princeton University_ArtsAndTheology
8531,Princeton University,Religion,1.14,2010-2011,5th,,5,2010,24960,25000,0,0,25000,ArtsAndTheology,ArtsAndTheology,low,40,40,Princeton University_ArtsAndTheology
8532,Princeton University,Religion,1.14,2011-2012,5th,,5,2011,24960,25000,0,0,25000,ArtsAndTheology,ArtsAndTheology,low,40,40,Princeton University_ArtsAndTheology
8537,Emory University,Neuroscience,1.14,2010-2011,6th and up,,6,2010,24000,24500,0,0,24500,Medical,Medical,low,500,500,Emory University_Medical
8538,Emory University,Psychology,0.95,2011-2012,4th,,4,2011,20000,21000,0,0,21000,HistPolSoc,HistPolSoc,low,1000,1000,Emory University_HistPolSoc
8539,University of California - Berkeley,chemistry,0.96,2009-2010,5th,,5,2009,23000,23000,0,0,23000,Chemistry,Chemistry,low,0,0,University of California - Berkeley_Chemistry
8541,University of North Carolina - Chapel Hill (UNC),Epidemiology,1.01,2014-2015,4th,,4,2014,19000,21000,0,0,21000,Medical,Medical,low,2000,2000,University of North Carolina - Chapel Hill UNC_Medical
8545,Yale University (YU),History,1.3,2014-2015,5th,,5,2014,28600,28600,0,0,28600,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc
8552,University of Chicago (UC),Chemistry,1.31,2014-2015,4th,,4,2014,28500,29500,0,0,29500,Chemistry,Chemistry,low,1000,1000,University of Chicago UC_Chemistry
8553,University of Chicago (UC),Chemistry,1.28,2013-2014,3rd,,3,2013,28000,29000,0,0,29000,Chemistry,Chemistry,low,1000,1000,University of Chicago UC_Chemistry
8554,University of Chicago (UC),Chemistry,1.26,2012-2013,2nd,,2,2012,27500,28500,0,0,28500,Chemistry,Chemistry,low,1000,1000,University of Chicago UC_Chemistry
8555,University of Chicago (UC),Chemistry,1.24,2011-2012,1st,"1st year pay is for the job of TAing.  Pay is more than reasonable to live in the Hyde Park area.  Only people that I know having problems are those that need to live in a 1-bedroom and get the full sports cable package, which includes beer to watch all games.",1,2011,27000,28000,0,0,28000,Chemistry,Chemistry,low,1000,1000,University of Chicago UC_Chemistry
8558,University of Virginia (UVA),Materials Science and Engineering,1.23,2014-2015,5th,VSGC Fellowship for $5000,5,2014,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
8561,University of Wisconsin - Madison (UW),History,0.51,2014-2015,5th,,5,2014,10070,0,10470,0,10470,HistPolSoc,HistPolSoc,high,400,400,University of Wisconsin - Madison UW_HistPolSoc
8567,Northwestern University (NU),Civil Engineering,1.29,2014-2015,2nd,,2,2014,28090,28200,0,0,28200,Engineering,Engineering,low,110,110,Northwestern University NU_Engineering
8569,University of California - San Diego (UCSD),psychology,0.91,2014-2015,6th and up,,6,2014,21500,0,21500,0,21500,HistPolSoc,HistPolSoc,high,0,0,University of California - San Diego UCSD_HistPolSoc
8572,University of Virginia (UVA),Materials Science and Engineering,1.23,2014-2015,4th,"There are different levels from when you start off: it's $21000 in the first year, increases to $22000 after completing a set of core courses and the final bump in pay to $24000 is after clearing the comprehensive exam (when you are deemed a PhD Candidate).",4,2014,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
8578,University of Virginia (UVA),Materials Science and Engineering,1.63,2012-2013,5th,NDSEG Fellowship. Health insurance and student activities fee covered by fellowship.,5,2012,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
8581,University of Delaware (UD),Chemical and Biomolecular Engineering,1.29,2014-2015,2nd,"We also have access to a health insurance plan that costs ~$250 a year, with full dental coverage as well. ",2,2014,29000,30000,0,0,30000,Engineering,Engineering,low,1000,1000,University of Delaware UD_Engineering
8582,Princeton University,Sociology,1.3,2013-2014,5th,,5,2013,28500,28500,0,0,28500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
8583,Massachusetts Institute of Technology (MIT),Physics,1.32,2014-2015,5th,,5,2014,33800,34000,0,0,34000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,200,200,Massachusetts Institute of Technology MIT_PhysicsAndAstronomy
8598,Stanford University (SU),Cancer Biology,1.37,2014-2015,2nd,,2,2014,34168,34168,0,0,34168,Biology,Biology,low,0,0,Stanford University SU_Biology
8600,University of California - Los Angeles (UCLA),Sociology,1.14,2013-2014,2nd,,2,2013,27000,0,21000,6000,27000,HistPolSoc,HistPolSoc,high,0,0,University of California - Los Angeles UCLA_HistPolSoc
8603,Clemson University (CU),chemical engineering,1.16,2014-2015,5th,,5,2014,21000,24000,0,0,24000,Engineering,Engineering,low,3000,3000,Clemson University CU_Engineering
8604,University of Pennsylvania,sociology,1.35,2014-2015,2nd,,2,2014,28400,0,24000,4400,28400,HistPolSoc,HistPolSoc,high,0,0,University of Pennsylvania_HistPolSoc
8619,University of California - Los Angeles (UCLA),Biosciences,1.31,2014-2015,5th,,5,2014,31000,31000,0,0,31000,Biology,Biology,low,0,0,University of California - Los Angeles UCLA_Biology
8628,Clemson University (CU),chemical engineering,1.77,2014-2015,2nd,I am on an NSF fellowship which doesn't require me to pay any fees.,2,2014,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Clemson University CU_Engineering
8636,Duke University (DU),Cell and Molecular Biology,1.57,2014-2015,1st,,1,2014,29500,29500,0,0,29500,Biology,Biology,low,0,0,Duke University DU_Biology
8638,University of California - Los Angeles (UCLA),Genetics,1.21,2012-2013,6th and up,,6,2012,28500,28500,0,0,28500,Biology,Biology,low,0,0,University of California - Los Angeles UCLA_Biology
8639,Stanford University (SU),Materials Science and Engineering,1.16,2009-2010,1st,"NDSEG stipend amount at the time, did not matter which school/city/etc. the student lived in.  Escalated $500/yr for 2nd and 3rd years of NDSEG, but I think 31000 or so was the average amount from 2009-2012 I got.",1,2009,29000,31000,0,0,31000,Engineering,Engineering,low,2000,2000,Stanford University SU_Engineering
8640,Stanford University (SU),Materials Science and Engineering,1.12,2007-2008,1st,"NSF stipend amount at the time, did not matter which school/city/etc. the student lived in.",1,2007,28000,30000,0,0,30000,Engineering,Engineering,low,2000,2000,Stanford University SU_Engineering
8647,University of Maryland - College Park (UMD),Aerospace Engineering,1.01,2014-2015,3rd,"I got a masters degree, but if I continued w the program as PhD, my pay would be the same.   No raise in three years I was there.",3,2014,27800,29000,0,0,29000,Engineering,Engineering,low,1200,1200,University of Maryland - College Park UMD_Engineering
8649,Duke University (DU),Cell and Molecular Biology,1.56,2014-2015,6th and up,"In my early years, I had an extra $5,000/year from a fellowship. This amount has been very liveable in Durham.",6,2014,29419,29419,0,0,29419,Biology,Biology,low,0,0,Duke University DU_Biology
8650,Duke University (DU),Biomedical Engineering,1.7,2014-2015,4th,,4,2014,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Duke University DU_Engineering
8653,Duke University (DU),Biology,1.28,2013-2014,6th and up,"This is Evolutionary Biology, not Biochemistry, nor Cell Molecular Biology",6,2013,24000,0,24000,0,24000,Biology,Biology,high,0,0,Duke University DU_Biology
8654,University of California - San Diego (UCSD),Bioengineering,1.27,2011-2012,4th,"I was on an NSF GRF, so I'm not sure this is true of the standard stipend.   I think it was 27500 by 2012, but I'm not actually sure.  ",4,2011,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
8655,Duke University (DU),Biochemistry,1.49,2014-2015,1st,,1,2014,28000,0,28000,0,28000,Chemistry,Chemistry,high,0,0,Duke University DU_Chemistry
8657,Duke University (DU),Biomedical Engineering,2.01,2014-2015,1st,Base stipend + scholarship,1,2014,37850,37850,0,0,37850,Engineering,Engineering,low,0,0,Duke University DU_Engineering
8662,Georgia Institute of Technology (Georgia Tech),Aerospace Engineering,1.09,2008-2009,2nd,,2,2008,23000,0,23500,0,23500,Engineering,Engineering,high,500,500,Georgia Institute of Technology Georgia Tech_Engineering
8665,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.17,2014-2015,5th,"subsidized health insurance out of pocket $320/year
Parking permit is $739/year
state and federal tax burden ~$4400",5,2014,24658,28000,0,0,28000,Engineering,Engineering,low,3342,3342,Georgia Institute of Technology Georgia Tech_Engineering
8666,Clemson University (CU),Chemical Engineering,1.26,2013-2014,5th,"In addition to paying living expenses, from this we pay mandatory fees, including health insurance. Although some portion of tuition, fees, and health insurance are paid for by the school. The balance we pay as students is what is included in the ""Required Fees."" Cost of living is very low (<$500 for a 2BR, 1BA apartment w/o utilities) and I biked to school, so it was easy for me to implement a lifestyle that allowed me to save money during grad school.",5,2013,22724,24000,0,0,24000,Engineering,Engineering,low,1276,1276,Clemson University CU_Engineering
