,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
7997,Emory University,Microbiology and Molecular Genetics,1.37,2014-2015,5th,,5,2014,28685,29000,0,0,29000,Microbiology and Molecular Genetics,Other,low,315,315,Emory University_Other
7998,Emory University,Neuroscience,1.36,2014-2015,1st,,1,2014,28500,29000,0,0,29000,Medical,Medical,low,500,500,Emory University_Medical
7999,Emory University,History,0.78,2010-2011,1st,,1,2010,16400,0,17000,0,17000,HistPolSoc,HistPolSoc,high,600,600,Emory University_HistPolSoc
8001,Emory University,Environmental Health Sciences,1.02,2013-2014,1st,,1,2013,21432,22032,0,0,22032,Environmental Health Sciences,Other,low,600,600,Emory University_Other
8004,Johns Hopkins University (JHU),International Health,0.0,2015-2016,1st,"First year 100% scholarship (no stipend); 2nd-5th year have to pay 50% stipend; stipend usually comes from grant money, through the professor you work with. ",1,2015,0,0,0,0,0,International Health,Other,low,0,0,Johns Hopkins University JHU_Other
8005,Emory University,Nutrition and Health Sciences,0.97,2015-2016,1st,plus health insurance,1,2015,22530,22920,0,0,22920,Nutrition and Health Sciences,Other,low,390,390,Emory University_Other
8006,Emory University,Immunology and Molecular Pathogenesis,1.22,2015-2016,5th,,5,2015,28321,29000,0,0,29000,Immunology and Molecular Pathogenesis,Other,low,679,679,Emory University_Other
8007,Emory University,Religion,0.91,2015-2016,4th,"This is actually an 11 month stipend, at $2000/month. Since I can't support my family on $22k annually, I work several additional jobs on campus (digital scholarship and some research assistance) and do adjunct teaching, which supply, altogether, about an extra $7-8k. ",4,2015,21200,22000,0,0,22000,ArtsAndTheology,ArtsAndTheology,low,800,800,Emory University_ArtsAndTheology
8008,Emory University,English,1.07,2015-2016,5th,George W. Woodruff Fellowship (higher than standard fellowship and covers all fees). ,5,2015,25000,25000,0,0,25000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,Emory University_LinguisticsAndCommunication
8009,Emory University,MD/PhD,1.4,2014-2015,3rd,,3,2014,29500,29500,0,0,29500,MD/PhD,Other,low,0,0,Emory University_Other
8010,Emory University,Microbiology ,1.49,2014-2015,1st,,1,2014,31200,31200,0,0,31200,Microbiology ,Other,low,0,0,Emory University_Other
8011,Emory University,chemistry,1.03,2015-2016,4th,Parking permit: $672/yr,4,2015,24000,25000,0,0,25000,Chemistry,Chemistry,low,1000,1000,Emory University_Chemistry
8013,Emory University,Chemistry,1.16,2014-2015,2nd,,2,2014,24340,25000,0,0,25000,Chemistry,Chemistry,low,660,660,Emory University_Chemistry
8015,Emory University,Art History,0.56,2014-2015,5th,,5,2014,11700,0,9900,2200,12100,ArtsAndTheology,ArtsAndTheology,high,400,400,Emory University_ArtsAndTheology
8017,Emory University,Chemistry,1.12,2014-2015,2nd,,2,2014,23500,25000,0,0,25000,Chemistry,Chemistry,low,1500,1500,Emory University_Chemistry
8018,Emory University,Microbiology and Molecular Genetics,1.2,2015-2016,4th,,4,2015,28000,29000,0,0,29000,Microbiology and Molecular Genetics,Other,low,1000,1000,Emory University_Other
8019,Emory University,Art History,1.06,2014-2015,3rd,,3,2014,22177,22500,0,0,22500,ArtsAndTheology,ArtsAndTheology,low,323,323,Emory University_ArtsAndTheology
8023,Stanford University (SU),Electrical Engineering,1.28,2014-2015,2nd,,2,2014,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
8025,Ohio University (OU),Counseling and Higher Education,0.14,2014-2015,4th,,4,2014,2400,3900,0,0,3900,Counseling and Higher Education,Other,low,1500,1500,Ohio University OU_Other
8031,Cornell University (CU),Art History ,1.24,2014-2015,4th,,4,2014,26600,27000,0,0,27000,Art History ,Other,low,400,400,Cornell University CU_Other
8037,Duke University (DU),Marine Science & Conservation,0.99,2015-2016,1st,,1,2015,22000,0,22000,0,22000,Marine Science & Conservation,Other,high,0,0,Duke University DU_Other
8040,Clemson University (CU),Civil Engineering,0.85,2014-2015,4th,,4,2014,15300,16500,0,0,16500,Engineering,Engineering,low,1200,1200,Clemson University CU_Engineering
8042,University of North Carolina - Chapel Hill (UNC),Nutrition,1.22,2014-2015,5th,,5,2014,22920,22920,0,0,22920,Nutrition,Other,low,0,0,University of North Carolina - Chapel Hill UNC_Other
8044,University of Arizona (U of A),EEB,0.92,2014-2015,2nd,"TA at 0.50 FTE 
Receive a tuition waiver and student health insurance. Does not cover fees.",2,2014,15926,0,16726,0,16726,EEB,Other,high,800,800,University of Arizona U of A_Other
8045,Carnegie Mellon University (CMU),Robotics,0.11,2015-2016,1st,,1,2015,2200,0,2200,0,2200,Robotics,Other,low,0,0,Carnegie Mellon University CMU_Other
8046,University of California - Irvine (UCI),EECS,0.81,2014-2015,1st,,1,2014,22000,22000,0,0,22000,EECS,Other,low,0,0,University of California - Irvine UCI_Other
8047,University of California - Irvine (UCI),Dev and cell,1.1,2014-2015,3rd,,3,2014,30000,30000,0,0,30000,Dev and cell,Other,low,0,0,University of California - Irvine UCI_Other
8050,Stanford University (SU),Biosciences,1.56,2014-2015,3rd,,3,2014,39000,39000,0,0,39000,Biology,Biology,low,0,0,Stanford University SU_Biology
8056,University of Florida (UF),Mechanical & Aerospace Engineering,0.91,2015-2016,3rd,Stipend for Graduate Research Assistantship (0.25 FTE). The award also included full tuition waiver and health insurance. The pay is quite comfortable for the cost of living in Gainesville.,3,2015,20700,22700,0,0,22700,Mechanical & Aerospace Engineering,Other,low,2000,2000,University of Florida UF_Other
8058,Georgia Institute of Technology (Georgia Tech),Electrical and Computer Engineering ,1.13,2014-2015,5th,"Parking permit is $774 for the whole year  and $611 for health insurance if you are buying Tech's BCBS plan. $3363 is the mandatory fee (athletic, transportation, technology, tuition, health, recreation, activity, and if applicable international student fee)",5,2014,23637,27000,0,0,27000,Electrical and Computer Engineering ,Other,low,3363,3363,Georgia Institute of Technology Georgia Tech_Other
8059,Northwestern University (NU),Mechanical Engineering,1.24,2013-2014,2nd,,2,2013,27000,27000,0,0,27000,Engineering,Engineering,low,0,0,Northwestern University NU_Engineering
8060,University of North Carolina - Chapel Hill (UNC),Health Policy Management,1.53,2015-2016,5th,Fellowship,5,2015,34000,34000,0,0,34000,Health Policy Management,Other,low,0,0,University of North Carolina - Chapel Hill UNC_Other
8061,University of North Carolina - Chapel Hill (UNC),Epidemiology,1.81,2014-2015,3rd,Fellowship,3,2014,34000,34000,0,0,34000,Medical,Medical,low,0,0,University of North Carolina - Chapel Hill UNC_Medical
8062,University of North Carolina - Chapel Hill (UNC),Nutrition,1.2,2014-2015,3rd,,3,2014,22500,22500,0,0,22500,Nutrition,Other,low,0,0,University of North Carolina - Chapel Hill UNC_Other
8063,University of North Carolina - Chapel Hill (UNC),Nutrition,1.53,2015-2016,4th,Fellowship,4,2015,34000,34000,0,0,34000,Nutrition,Other,low,0,0,University of North Carolina - Chapel Hill UNC_Other
8065,University of Virginia (UVA),Materials Science and Engineering,1.07,2014-2015,1st,"Goes to $22,000 after first year and $24,000 after passing qualifying exam.",1,2014,21000,21000,0,0,21000,Engineering,Engineering,low,0,0,University of Virginia UVA_Engineering
8067,University of Pittsburgh,public health,1.21,2015-2016,1st,,1,2015,25060,25060,0,0,25060,public health,Other,low,0,0,University of Pittsburgh_Other
8071,University of Washington (UW),Chemistry,1.41,2014-2015,1st,,1,2014,28260,28260,0,0,28260,Chemistry,Chemistry,low,0,0,University of Washington UW_Chemistry
8072,University of Southern California (USC),Comparative Literature,1.15,2015-2016,3rd,,3,2015,29700,30000,0,0,30000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,300,300,University of Southern California USC_LinguisticsAndCommunication
8073,Duke University (DU),Ece,1.3,2015-2016,1st,,1,2015,28962,28962,0,0,28962,Ece,Other,low,0,0,Duke University DU_Other
8074,Purdue University - West Lafayette,speech language hearing sciences ,0.7,2014-2015,1st,,1,2014,12720,0,13000,0,13000,speech language hearing sciences ,Other,high,280,280,Purdue University - West Lafayette_Other
8075,Arizona State University (ASU),Chinese,0.68,2015-2016,1st,,1,2015,15000,15000,0,0,15000,Chinese,Other,low,0,0,Arizona State University ASU_Other
8079,University of California - Berkeley,Performance Studies,0.75,2014-2015,6th and up,,6,2014,18000,0,18000,0,18000,Performance Studies,Other,high,0,0,University of California - Berkeley_Other
8082,Arizona State University (ASU),Teacher's College,1.31,2014-2015,3rd,"They also cover tuition and fees and medical
Insurance.  And we were given a contract that guarantees the $25,000 each year, plus tuition and fees plus health insurance for the first four years. They've really tried to make our new program competitive. ",3,2014,25000,0,25000,0,25000,Teacher's College,Other,high,0,0,Arizona State University ASU_Other
8083,University of California - Riverside (UCR),Material Science and Engineering,0.89,2015-2016,1st,,1,2015,21500,34000,0,0,34000,Material Science and Engineering,Other,low,12500,12500,University of California - Riverside UCR_Other
8085,University of Pennsylvania,Applied Psychology & Human Development,1.18,2015-2016,2nd,,2,2015,28557,0,23500,5057,28557,Applied Psychology & Human Development,Other,high,0,0,University of Pennsylvania_Other
8086,Pennsylvania State University (Penn State),College of Communications,1.54,2015-2016,2nd,University Fellowship,2,2015,34650,0,25790,8860,34650,College of Communications,Other,high,0,0,Pennsylvania State University Penn State_Other
8090,University of Michigan - Ann Arbor (UM),History,1.35,2014-2015,1st,,1,2014,26600,0,21600,5000,26600,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc
8095,University of Arizona (U of A),Social & Behavioral Sciences,0.86,2014-2015,4th,,4,2014,15000,0,15000,0,15000,Social & Behavioral Sciences,Other,high,0,0,University of Arizona U of A_Other
8099,University of Virginia (UVA),Department of English,1.05,2015-2016,1st,,1,2015,24000,0,24000,0,24000,Department of English,Other,high,0,0,University of Virginia UVA_Other
8105,University of Miami (UM),Rosenstiel School of Marine and Atmospheric Sciences,1.2,2015-2016,1st,,1,2015,28686,29136,0,0,29136,Rosenstiel School of Marine and Atmospheric Sciences,Other,low,450,450,University of Miami UM_Other
8108,Princeton University,Sociology,1.35,2014-2015,1st,,1,2014,29600,29600,0,0,29600,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc
8110,Stanford University (SU),Sociology ,1.36,2014-2015,5th,"About $8500 per quarter while on fellowship, with possibility of making more doing hourly RA work.",5,2014,34000,34000,0,0,34000,HistPolSoc,HistPolSoc,low,0,0,Stanford University SU_HistPolSoc
8116,University of Arizona (U of A),Social & Behavioral Sciences,0.86,2014-2015,5th,"Average .5 GA at University of Arizona makes $16,388 annually while expenses according to UA Financial Aid are $20,900. ",5,2014,15000,15500,0,0,15500,Social & Behavioral Sciences,Other,low,500,500,University of Arizona U of A_Other
8117,University of Southern California (USC),Computer Science,0.72,2014-2015,4th,,4,2014,16917,0,18479,0,18479,MathematicsAndComputer Science,MathematicsAndComputer Science,high,1562,1562,University of Southern California USC_MathematicsAndComputer Science
8118,University of Illinois - Urbana- Champaign (UIUC),Natural Resources,1.29,2014-2015,3rd,,3,2014,22200,0,18900,4200,23100,Natural Resources,Other,high,900,900,University of Illinois - Urbana- Champaign UIUC_Other
8120,University of California - Los Angeles (UCLA),Chemical Engineering,1.27,2014-2015,3rd,,3,2014,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - Los Angeles UCLA_Engineering
8124,Rice University,Chemical and Biomolecular Engineering,1.35,2014-2015,2nd,,2,2014,26000,26500,0,0,26500,Engineering,Engineering,low,500,500,Rice University_Engineering
8129,University of Missouri (MU),biological sciences ,1.49,2014-2015,1st,,1,2014,23700,24000,0,0,24000,biological sciences ,Other,low,300,300,University of Missouri MU_Other
8131,Massachusetts Institute of Technology (MIT),Operations Research Center,1.23,2015-2016,1st,,1,2015,34448,34448,0,0,34448,Operations Research Center,Other,low,0,0,Massachusetts Institute of Technology MIT_Other
8135,University of Alabama - Birmingham (UAB),biomedical engineering,1.1,2014-2015,2nd,,2,2014,21000,21000,0,0,21000,biomedical engineering,Other,low,0,0,University of Alabama - Birmingham UAB_Other
8136,University of Pennsylvania,Earth and Environmental Science,1.33,2012-2013,5th,"10 month stipend at 2,441.00 with two months summer pay at 1,744.50. Health insurance is paid by the department.",5,2012,27899,27899,0,0,27899,Earth and Environmental Science,Other,low,0,0,University of Pennsylvania_Other
8146,Duke University (DU),Pharmacology and Cancer Biology,1.56,2014-2015,6th and up,,6,2014,29412,29412,0,0,29412,Pharmacology and Cancer Biology,Other,low,0,0,Duke University DU_Other
8150,Rice University,Electrical and Computer Engineering,1.14,2015-2016,4th,,4,2015,24900,26400,0,0,26400,Engineering,Engineering,low,1500,1500,Rice University_Engineering
8151,Clemson University (CU),Civil Engineering,1.32,2014-2015,2nd,,2,2014,23916,23916,0,0,23916,Engineering,Engineering,low,0,0,Clemson University CU_Engineering
8152,Clemson University (CU),Civil Engineering,1.04,2013-2014,1st,,1,2013,18777,0,18777,0,18777,Engineering,Engineering,high,0,0,Clemson University CU_Engineering
8153,University of California - Berkeley,Political Science,1.04,2015-2016,1st,,1,2015,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,University of California - Berkeley_HistPolSoc
8156,Emory University,Chemistry,1.14,2014-2015,1st,,1,2014,24000,25000,0,0,25000,Chemistry,Chemistry,low,1000,1000,Emory University_Chemistry
8157,North Carolina State University (NCSU),Foreign Languages and Literatures,0.41,2015-2016,1st,"Master's program data. Two years, MA in Foreign Languages w/ concentration in Spanish.",1,2015,9268,0,10000,0,10000,Foreign Languages and Literatures,Other,high,732,732,North Carolina State University NCSU_Other
8160,University of Notre Dame (ND),History,0.93,2015-2016,1st,,1,2015,19000,0,19000,0,19000,HistPolSoc,HistPolSoc,high,0,0,University of Notre Dame ND_HistPolSoc
8162,University of Virginia (UVA),History,1.02,2014-2015,2nd,"Includes insurance, all tuition and fees, and gym membership. Received an additional $5,500 in summer funding, applied for separately. ",2,2014,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8163,University of Virginia (UVA),History,1.02,2013-2014,1st,,1,2013,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8164,University of Virginia (UVA),History,1.02,2014-2015,2nd,,2,2014,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc
8166,University of Kansas (KU),Slavic Languages & Literatures,0.75,2013-2014,1st,"Teaching first year language course, five days of lecture per week.",1,2013,14050,0,14500,0,14500,Slavic Languages & Literatures,Other,high,450,450,University of Kansas KU_Other
8167,University of North Carolina - Chapel Hill (UNC),Communication Studies,1.02,2014-2015,6th and up,,6,2014,19200,0,15700,5000,20700,Communication Studies,Other,high,1500,1500,University of North Carolina - Chapel Hill UNC_Other
