,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept
8287,University of Massachusetts - Amherst (UMass),Computer Science,1.38,2013-2014,1st,,1,2013,26000,26000,0,0,26000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Massachusetts - Amherst UMass_MathematicsAndComputer Science
8288,University of Virginia (UVA),Computer Science,1.01,2015-2016,1st,,1,2015,23000,23000,0,0,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,0,0,University of Virginia UVA_MathematicsAndComputer Science
8294,University of North Carolina - Chapel Hill (UNC),Microbiology and Immunology,1.52,2014-2015,6th and up,,6,2014,28500,30000,0,0,30000,Medical,Medical,low,1500,1500,University of North Carolina - Chapel Hill UNC_Medical
8296,Carnegie Mellon University (CMU),Physics,1.38,2015-2016,1st,"$2,375/month",1,2015,28500,28500,0,0,28500,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Carnegie Mellon University CMU_PhysicsAndAstronomy
8299,University of California - Berkeley,Political Science,1.04,2014-2015,6th and up,,6,2014,25000,0,25000,0,25000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8300,University of California - Berkeley,Political Science,1.21,2010-2011,2nd,,2,2010,29000,0,25000,4000,29000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8301,University of California - Berkeley,Political Science,1.21,2009-2010,1st,,1,2009,29000,0,25000,4000,29000,HistPolSoc,HistPolSoc,high,0,0,University of California - Berkeley_HistPolSoc
8302,University of Virginia (UVA),Microbiology,0.99,2002-2003,1st,"This amount went up by quite a bit every year afterwards, but I don't have the numbers.",1,2002,19400,19400,0,0,19400,Biology,Biology,low,0,0,University of Virginia UVA_Biology
8303,Duke University (DU),Cell and Molecular Biology,1.33,2007-2008,1st,"There were some required fees. I cannot remember the exact amount, but they seemed negligible and were likely less than $100.",1,2007,25000,25000,0,0,25000,Biology,Biology,low,0,0,Duke University DU_Biology
8305,Duke University (DU),Electrical and Computer Engineering,1.29,2015-2016,1st,,1,2015,28600,28600,0,0,28600,Engineering,Engineering,low,0,0,Duke University DU_Engineering
8306,University of Delaware (UD),Sociology,0.75,2014-2015,3rd,,3,2014,16900,17500,0,0,17500,HistPolSoc,HistPolSoc,low,600,600,University of Delaware UD_HistPolSoc
8309,Duke University (DU),Music,1.41,2014-2015,1st,,1,2014,26580,0,21080,5500,26580,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8314,Columbia University (CU),Physics,1.27,2014-2015,1st,,1,2014,33792,33792,0,0,33792,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Columbia University CU_PhysicsAndAstronomy
8318,University of California - Los Angeles (UCLA),Astronomy,1.3,2013-2014,5th,Most fees are paid by the department and/or grants; only a small portion are directly paid by the student. Paid as a GSR. 30% of my gross pay went to rent. GSR students are paid as 'half time' employees during the school year and 'full time' during the summer. This entertaining fiction is further hilarious because nobody here ever works 40 hours or fewer at any time of year.,5,2013,30706,31106,0,0,31106,PhysicsAndAstronomy,PhysicsAndAstronomy,low,400,400,University of California - Los Angeles UCLA_PhysicsAndAstronomy
8319,University of California - Los Angeles (UCLA),Astronomy,1.3,2013-2014,6th and up,Most fees are paid by the department and/or grants; only a small portion are directly paid by the student.,6,2013,30706,31106,0,0,31106,PhysicsAndAstronomy,PhysicsAndAstronomy,low,400,400,University of California - Los Angeles UCLA_PhysicsAndAstronomy
8322,Georgia State University (GSU),History,0.43,2014-2015,6th and up,"Must also have health insurance.  If you don't have it, they will provide it and charge according to age.",6,2014,9000,12000,0,0,12000,HistPolSoc,HistPolSoc,low,3000,3000,Georgia State University GSU_HistPolSoc
8324,Yale University (YU),Economics,1.59,2014-2015,1st,Free health care. Required 2-3 years of teaching.,1,2014,35000,35000,0,0,35000,BusinessAndManagement,BusinessAndManagement,low,0,0,Yale University YU_BusinessAndManagement
8325,Georgia Institute of Technology (Georgia Tech),Biomedical Engineering,1.12,2013-2014,6th and up,"Pay $739 for parking
",6,2013,23501,28000,0,0,28000,Engineering,Engineering,low,4499,4499,Georgia Institute of Technology Georgia Tech_Engineering
8329,University of Iowa (UI),Psychology,1.29,2014-2015,1st,Presidential Fellowship (now discontinued),1,2014,23000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,1000,1000,University of Iowa UI_HistPolSoc
8330,University of Oregon (UO),Psychology,1.37,2014-2015,6th and up,,6,2014,24000,0,21000,3000,24000,HistPolSoc,HistPolSoc,high,0,0,University of Oregon UO_HistPolSoc
8331,North Carolina State University (NCSU),Immunology,0.94,2014-2015,3rd,Two semesters of students fees ~$1350 for a total of $2700/year.,3,2014,19800,22500,0,0,22500,Medical,Medical,low,2700,2700,North Carolina State University NCSU_Medical
8334,Georgia Institute of Technology (Georgia Tech),Electrical and Computer Engineering,2.29,2014-2015,2nd,"5500 is supplemental fellowship from the school, and 20,000 is an external fellowship",2,2014,48083,51500,0,0,51500,Engineering,Engineering,low,3417,3417,Georgia Institute of Technology Georgia Tech_Engineering
8337,University of Illinois - Urbana- Champaign (UIUC),Molecular and Cellular Biology,1.39,2014-2015,2nd,,2,2014,24000,25000,0,0,25000,Biology,Biology,low,1000,1000,University of Illinois - Urbana- Champaign UIUC_Biology
8339,Duke University (DU),Immunology,1.56,2014-2015,2nd,,2,2014,29420,29420,0,0,29420,Medical,Medical,low,0,0,Duke University DU_Medical
8340,Duke University (DU),Physics,1.49,2014-2015,2nd,,2,2014,28000,28000,0,0,28000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,0,0,Duke University DU_PhysicsAndAstronomy
8343,Duke University (DU),Economics,1.6,2014-2015,2nd,,2,2014,30000,0,21000,9000,30000,BusinessAndManagement,BusinessAndManagement,high,0,0,Duke University DU_BusinessAndManagement
8351,Duke University (DU),Religion,1.38,2014-2015,2nd,,2,2014,25955,0,24455,1500,25955,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8352,Duke University (DU),Chemistry,1.47,2014-2015,2nd,,2,2014,27580,27580,0,0,27580,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
8353,Duke University (DU),Music,1.15,2014-2015,4th,"Summer funding of $5,500 is possible but not guaranteed. In addition to the stipend, Duke fully covers health insurance premiums. In previous years, there has been a small increase in the 9-month stipend, but this year there was not.",4,2014,21580,0,21580,0,21580,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8354,Duke University (DU),Music,1.15,2013-2014,3rd,"Summer funding of $5,500 is possible but not guaranteed. In addition to the stipend, Duke fully covers health insurance premiums.",3,2013,21580,0,21580,0,21580,ArtsAndTheology,ArtsAndTheology,high,0,0,Duke University DU_ArtsAndTheology
8355,Duke University (DU),Chemistry,1.97,2014-2015,3rd,,3,2014,37000,37000,0,0,37000,Chemistry,Chemistry,low,0,0,Duke University DU_Chemistry
8356,Duke University (DU),Economics,1.04,2013-2014,5th,,5,2013,19500,0,15500,4000,19500,BusinessAndManagement,BusinessAndManagement,high,0,0,Duke University DU_BusinessAndManagement
8357,Duke University (DU),Economics,0.82,2014-2015,6th and up,,6,2014,15500,0,15500,0,15500,BusinessAndManagement,BusinessAndManagement,high,0,0,Duke University DU_BusinessAndManagement
8358,Duke University (DU),Sociology,1.44,2014-2015,1st,,1,2014,27080,0,21580,5500,27080,HistPolSoc,HistPolSoc,high,0,0,Duke University DU_HistPolSoc
8359,Duke University (DU),English,1.18,2014-2015,1st,,1,2014,22110,0,21560,550,22110,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,Duke University DU_LinguisticsAndCommunication
8361,Duke University (DU),Mechanical Engineering ,1.54,2014-2015,3rd,,3,2014,29000,29000,0,0,29000,Engineering,Engineering,low,0,0,Duke University DU_Engineering
8366,University of California - Irvine (UCI),Education,0.59,2013-2014,5th,Grad research position--stipend only. Fees covered.,5,2013,16200,0,16200,0,16200,Education,Education,high,0,0,University of California - Irvine UCI_Education
8378,Stanford University (SU),Mechanical Engineering,1.4,2013-2014,5th,,5,2013,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
8379,California Institute of Technology (Caltech),Biology,1.23,2014-2015,5th,,5,2014,29000,29000,0,0,29000,Biology,Biology,low,0,0,California Institute of Technology Caltech_Biology
8381,Rice University,Mathematics,1.17,2014-2015,5th,"The $23000 stipend is standard across the department (not tied to adviser) and is paid over 11 months.  If you take more than one month off in the summer, you lose one month of stipend.  Everyone has a TA assignment (<8 hrs/week) and helps with finals grading for the service courses.  It is sometimes possible to take on summer teaching for more money ($4900).  If you don't have health insurance through parents, the student health insurance is $667/year (after university subsidy) and can be paid by payroll deduction.",5,2014,22466,23000,0,0,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,low,534,534,Rice University_MathematicsAndComputer Science
8383,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.33,2014-2015,5th,,5,2014,23000,24000,0,0,24000,Chemistry,Chemistry,low,1000,1000,University of Illinois - Urbana- Champaign UIUC_Chemistry
8392,California Institute of Technology (Caltech),Chemistry,1.27,2014-2015,3rd,,3,2014,30000,30000,0,0,30000,Chemistry,Chemistry,low,0,0,California Institute of Technology Caltech_Chemistry
8398,University of Minnesota - Twin Cities (UM),Chemical Engineering,1.29,2006-2007,1st,,1,2006,26000,27000,0,0,27000,Engineering,Engineering,low,1000,1000,University of Minnesota - Twin Cities UM_Engineering
8400,Cornell University (CU),Materials Science and Engineering,1.49,2014-2015,2nd,,2,2014,31900,31900,0,0,31900,Engineering,Engineering,low,0,0,Cornell University CU_Engineering
8402,University of Illinois - Urbana- Champaign (UIUC),Bioengineering,0.96,2014-2015,1st,,1,2014,16500,0,17500,0,17500,Engineering,Engineering,high,1000,1000,University of Illinois - Urbana- Champaign UIUC_Engineering
8403,Georgia Institute of Technology (Georgia Tech),Physics,0.85,2006-2007,6th and up,,6,2006,17800,19000,0,0,19000,PhysicsAndAstronomy,PhysicsAndAstronomy,low,1200,1200,Georgia Institute of Technology Georgia Tech_PhysicsAndAstronomy
8406,University of Texas - Austin (UT),chemical engineering,1.22,2014-2015,4th,,4,2014,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,University of Texas - Austin UT_Engineering
8408,Stanford University (SU),Economics,1.48,2014-2015,1st,Stanford GSB,1,2014,37000,37000,0,0,37000,BusinessAndManagement,BusinessAndManagement,low,0,0,Stanford University SU_BusinessAndManagement
8409,Boston University (BU),Economics,0.87,2012-2013,5th,,5,2012,23000,0,19000,4000,23000,BusinessAndManagement,BusinessAndManagement,high,0,0,Boston University BU_BusinessAndManagement
8415,Northwestern University (NU),Chemistry,1.28,2011-2012,1st,Don't remember required fees. I believe there was a ~$80 per quarter for the U-Pass public transit card.,1,2011,28000,28000,0,0,28000,Chemistry,Chemistry,low,0,0,Northwestern University NU_Chemistry
8418,Johns Hopkins University (JHU),Economics,0.98,2014-2015,6th and up,,6,2014,23000,0,23000,0,23000,BusinessAndManagement,BusinessAndManagement,high,0,0,Johns Hopkins University JHU_BusinessAndManagement
8421,Johns Hopkins University (JHU),Economics,0.98,2014-2015,5th,,5,2014,23000,0,23000,0,23000,BusinessAndManagement,BusinessAndManagement,high,0,0,Johns Hopkins University JHU_BusinessAndManagement
8424,University of Chicago (UC),Comparative Literature,1.15,2014-2015,4th,,4,2014,25000,0,22000,3000,25000,LinguisticsAndCommunication,LinguisticsAndCommunication,high,0,0,University of Chicago UC_LinguisticsAndCommunication
8429,University of Southern California (USC),Mathematics,0.96,2014-2015,4th,,4,2014,22802,0,20000,3000,23000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,198,198,University of Southern California USC_MathematicsAndComputer Science
8434,University of Maryland - College Park (UMD),Economics,0.63,2014-2015,4th,,4,2014,17300,0,18000,0,18000,BusinessAndManagement,BusinessAndManagement,high,700,700,University of Maryland - College Park UMD_BusinessAndManagement
8436,University of California - San Diego (UCSD),Bioengineering,1.16,2014-2015,5th,,5,2014,27500,27500,0,0,27500,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering
8438,Stanford University (SU),Mechanical Engineering,1.28,2006-2007,1st,Recipient of NSF GRF. All fees were covered by the department under the fellowship.,1,2006,32000,32000,0,0,32000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering
8441,University of Washington (UW),Mechanical Engineering,1.06,2014-2015,2nd,,2,2014,21204,22404,0,0,22404,Engineering,Engineering,low,1200,1200,University of Washington UW_Engineering
8442,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.45,2014-2015,3rd,Fellowship which covers fees,3,2014,30500,30500,0,0,30500,Engineering,Engineering,low,0,0,Georgia Institute of Technology Georgia Tech_Engineering
8443,Carnegie Mellon University (CMU),Electrical and Computer Engineering,1.47,2014-2015,6th and up,,6,2014,25350,27000,0,0,27000,Engineering,Engineering,low,1650,1650,Carnegie Mellon University CMU_Engineering
8450,Baylor College of Medicine,Immunology,1.51,2014-2015,6th and up,,6,2014,28925,29000,0,0,29000,Medical,Medical,low,75,75,Baylor College of Medicine_Medical
8452,Georgia Institute of Technology (Georgia Tech),Materials Science and Engineering,1.01,2014-2015,4th,,4,2014,21176,25000,0,0,25000,Engineering,Engineering,low,3824,3824,Georgia Institute of Technology Georgia Tech_Engineering
8453,Carnegie Mellon University (CMU),Chemical Engineering,1.52,2014-2015,2nd,,2,2014,26200,26500,0,0,26500,Engineering,Engineering,low,300,300,Carnegie Mellon University CMU_Engineering
8458,University of North Carolina - Chapel Hill (UNC),Psychology,1.07,2014-2015,6th and up,,6,2014,20200,22000,0,0,22000,HistPolSoc,HistPolSoc,low,1800,1800,University of North Carolina - Chapel Hill UNC_HistPolSoc
8464,Baylor College of Medicine,Neuroscience,1.51,2014-2015,3rd,,3,2014,29000,29000,0,0,29000,Medical,Medical,low,0,0,Baylor College of Medicine_Medical
8465,Harvard University (HU),Biological and Biomedical Sciences,1.32,2014-2015,4th,All PhD students in the Biological and Biomedical Sciences (BBS) PhD program get the same stipend regardless of what year they are currently in (1st-6th+),4,2014,34608,34608,0,0,34608,Biology,Biology,low,0,0,Harvard University HU_Biology
8467,Carnegie Mellon University (CMU),Chemical Engineering,1.51,2014-2015,2nd,,2,2014,26000,27500,0,0,27500,Engineering,Engineering,low,1500,1500,Carnegie Mellon University CMU_Engineering
8470,Baylor College of Medicine,Neuroscience,1.51,2014-2015,2nd,,2,2014,29000,29000,0,0,29000,Medical,Medical,low,0,0,Baylor College of Medicine_Medical
8473,University of North Carolina - Chapel Hill (UNC),Biology,1.12,2007-2008,6th and up,,6,2007,21000,21000,0,0,21000,Biology,Biology,low,0,0,University of North Carolina - Chapel Hill UNC_Biology
8475,Carnegie Mellon University (CMU),Materials Science and Engineering,1.35,2014-2015,1st,,1,2014,23300,25200,0,0,25200,Engineering,Engineering,low,1900,1900,Carnegie Mellon University CMU_Engineering
8477,University of California - Berkeley,Mathematics,1.34,2014-2015,2nd,"The 9 months is standard for teaching.  The summer pay varies depending on what you do with your time, but I have entered the value for teaching there.",2,2014,32000,0,24000,8000,32000,MathematicsAndComputer Science,MathematicsAndComputer Science,high,0,0,University of California - Berkeley_MathematicsAndComputer Science
8478,Baylor College of Medicine,Neuroscience,1.51,2014-2015,6th and up,"Matriculation and graduation fees amount to roughly $300, one-time.",6,2014,29000,29000,0,0,29000,Medical,Medical,low,0,0,Baylor College of Medicine_Medical
8479,University of Illinois - Chicago (UIC),English,0.76,2014-2015,2nd,,2,2014,16500,17000,0,0,17000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,500,500,University of Illinois - Chicago UIC_LinguisticsAndCommunication
8482,Carnegie Mellon University (CMU),Materials Science and Engineering,1.62,2014-2015,4th,"Scholarship resulting in slightly higher stipend; Tuition is waived and not included in Gross Pay

Required Fees include tax, transportation fees, and activities and technology fees",4,2014,27900,32000,0,0,32000,Engineering,Engineering,low,4100,4100,Carnegie Mellon University CMU_Engineering
