,University,Department,LW_Ratio,Academic_Year,Program_Year,Comments,PY_DR,Acad_Y,Overall_Pay_num,GrossPay_12M,GrossPay_9M,GrossPay_3M,GrossPay_sumOf3,Dep_DR,Dep_DR_top14,GP9_binary,MissingFees_DR,Fees_correct,uni_and_dept,Overall_Pay_corr,Fees_corr,Dep_LeftRight
949,Pennsylvania State University (Penn State),Political Science,1.22,2016-2017,1st,,1,2016,27500,27500,0,0,27500,HistPolSoc,HistPolSoc,low,0,0,Pennsylvania State University Penn State_HistPolSoc,22540.983606557376,0.0,1
950,University of Illinois - Urbana- Champaign (UIUC),Political Science,0.82,2016-2017,1st,,1,2016,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,University of Illinois - Urbana- Champaign UIUC_HistPolSoc,21951.219512195123,0.0,1
951,Indiana University,Political Science,0.83,2016-2017,5th,,5,2016,18000,18000,0,0,18000,HistPolSoc,HistPolSoc,low,0,0,Indiana University_HistPolSoc,21686.746987951807,0.0,1
952,Michigan State University (MSU),Political Science,0.98,2016-2017,5th,,5,2016,20000,20000,0,0,20000,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc,20408.163265306124,0.0,1
953,Michigan State University (MSU),Political Science,0.1,2016-2017,5th,,5,2016,2000,2000,0,0,2000,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc,20000.0,0.0,1
954,Georgetown University,History,0.83,2016-2017,2nd,,2,2016,25600,0,26000,0,26000,HistPolSoc,HistPolSoc,high,400,400,Georgetown University_HistPolSoc,30843.373493975905,481.9277108433735,1
955,University of Minnesota - Twin Cities (UM),Political Science,1.08,2016-2017,1st,,1,2016,24790,0,17500,8000,25500,HistPolSoc,HistPolSoc,high,710,710,University of Minnesota - Twin Cities UM_HistPolSoc,22953.7037037037,657.4074074074074,1
956,University of Pennsylvania,Anthropology,1.29,2016-2017,1st,Five years of funding with stipend paid over 10 months. Summer funding is for three years.,1,2016,31100,0,26700,4400,31100,Biology,Biology,high,0,0,University of Pennsylvania_Biology,24108.527131782947,0.0,0
957,Yale University (YU),Anthropology,1.2,2016-2017,1st,"Stipend is for five years and paid over 12 months. Students can seek additional funding for summer on top of this amount, but it's not guaranteed.",1,2016,29650,29650,0,0,29650,Biology,Biology,low,0,0,Yale University YU_Biology,24708.333333333336,0.0,0
958,University of Illinois - Urbana- Champaign (UIUC),Chemistry,1.2,2016-2017,1st,,1,2016,26462,26462,0,0,26462,Chemistry,Chemistry,low,0,0,University of Illinois - Urbana- Champaign UIUC_Chemistry,22051.666666666668,0.0,0
959,University of Wisconsin - Madison (UW),Sociology,0.77,2016-2017,1st,,1,2016,17500,0,17500,0,17500,HistPolSoc,HistPolSoc,high,0,0,University of Wisconsin - Madison UW_HistPolSoc,22727.272727272728,0.0,1
960,Michigan State University (MSU),Sociology,0.76,2016-2017,1st,,1,2016,15657,15657,0,0,15657,HistPolSoc,HistPolSoc,low,0,0,Michigan State University MSU_HistPolSoc,20601.315789473683,0.0,1
961,Brown University,History,1.19,2016-2017,1st,"Tuition, fees, medical and dental are covered.  Funding for 5 years, summer funding for 4 years. 2 years fellowship, 3 years TAship.",1,2016,27100,0,24400,2700,27100,HistPolSoc,HistPolSoc,high,0,0,Brown University_HistPolSoc,22773.10924369748,0.0,1
962,Columbia University (CU),Sociology,1.03,2016-2017,2nd,,2,2016,30720,0,27270,3500,30770,HistPolSoc,HistPolSoc,high,50,50,Columbia University CU_HistPolSoc,29825.2427184466,48.543689320388346,1
963,University of Wisconsin - Madison (UW),Political Science,0.67,2016-2017,1st,,1,2016,15342,0,15342,0,15342,HistPolSoc,HistPolSoc,high,0,0,University of Wisconsin - Madison UW_HistPolSoc,22898.507462686564,0.0,1
964,University of North Carolina - Chapel Hill (UNC),Political Science,0.81,2016-2017,1st,,1,2016,18050,0,17000,3000,20000,HistPolSoc,HistPolSoc,high,1950,1950,University of North Carolina - Chapel Hill UNC_HistPolSoc,22283.95061728395,2407.4074074074074,1
965,Drexel University (DU),Biomedical Engineering,1.0,2015-2016,3rd,"Health insurance, general fee, gym membership free",3,2015,24000,24000,0,0,24000,Engineering,Engineering,low,0,0,Drexel University DU_Engineering,24000.0,0.0,0
966,Princeton University,Politics,1.2,2016-2017,2nd,,2,2016,30500,30500,0,0,30500,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc,25416.666666666668,0.0,1
967,University of North Carolina - Chapel Hill (UNC),Sociology,0.77,2016-2017,1st,TAship,1,2016,17140,0,19140,0,19140,HistPolSoc,HistPolSoc,high,2000,2000,University of North Carolina - Chapel Hill UNC_HistPolSoc,22259.740259740258,2597.402597402597,1
971,University of Illinois - Urbana- Champaign (UIUC),political science,1.0,2016-2017,1st,,1,2016,22000,0,20000,2000,22000,HistPolSoc,HistPolSoc,high,0,0,University of Illinois - Urbana- Champaign UIUC_HistPolSoc,22000.0,0.0,1
972,University of California - Davis (UCD),political science,0.75,2016-2017,1st,,1,2016,18000,0,18000,0,18000,HistPolSoc,HistPolSoc,high,0,0,University of California - Davis UCD_HistPolSoc,24000.0,0.0,1
973,University of California - San Diego (UCSD),political science,0.94,2016-2017,1st,,1,2016,25000,25000,0,0,25000,HistPolSoc,HistPolSoc,low,0,0,University of California - San Diego UCSD_HistPolSoc,26595.744680851065,0.0,1
974,University of California - San Diego (UCSD),Political Science,0.83,2016-2017,3rd,First year was 25% TAship with 17.5k for the academic year and 5k for the summer. Years 2-5 are 50% TA and 22.5k for 9 months. ,3,2016,21900,0,22500,0,22500,HistPolSoc,HistPolSoc,high,600,600,University of California - San Diego UCSD_HistPolSoc,26385.5421686747,722.8915662650603,1
975,Northwestern University (NU),History,0.1,2016-2017,1st,,1,2016,2490,2490,0,0,2490,HistPolSoc,HistPolSoc,low,0,0,Northwestern University NU_HistPolSoc,24900.0,0.0,1
976,University of California - Davis (UCD),Sociology,0.98,2016-2017,1st,,1,2016,23426,0,19426,4000,23426,HistPolSoc,HistPolSoc,high,0,0,University of California - Davis UCD_HistPolSoc,23904.081632653062,0.0,1
977,University of California - San Diego (UCSD),Political Science,0.76,2016-2017,1st,,1,2016,20000,20000,0,0,20000,HistPolSoc,HistPolSoc,low,0,0,University of California - San Diego UCSD_HistPolSoc,26315.78947368421,0.0,1
978,University of California - Berkeley,Chemistry,1.12,2015-2016,1st,,1,2015,31000,31000,0,0,31000,Chemistry,Chemistry,low,0,0,University of California - Berkeley_Chemistry,27678.571428571428,0.0,0
979,University of California - Berkeley,Political Science,1.04,2016-2017,1st,,1,2016,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,University of California - Berkeley_HistPolSoc,27884.615384615383,0.0,1
980,University of Washington (UW),Political Science,0.77,2015-2016,1st,,1,2015,17824,0,18724,0,18724,HistPolSoc,HistPolSoc,high,900,900,University of Washington UW_HistPolSoc,23148.051948051947,1168.8311688311687,1
981,University of Texas - Austin (UT),Anthropology,0.65,2016-2017,1st,,1,2016,14780,0,14780,0,14780,Biology,Biology,high,0,0,University of Texas - Austin UT_Biology,22738.46153846154,0.0,0
982,Northwestern University (NU),Chemistry,1.26,2016-2017,1st,,1,2016,30500,30500,0,0,30500,Chemistry,Chemistry,low,0,0,Northwestern University NU_Chemistry,24206.349206349205,0.0,0
983,University of Michigan - Ann Arbor (UM),Sociology,1.3,2016-2017,6th and up,,6,2016,29900,30000,0,0,30000,HistPolSoc,HistPolSoc,low,100,100,University of Michigan - Ann Arbor UM_HistPolSoc,23000.0,76.92307692307692,1
984,Duke University (DU),Political Science,1.3,2016-2017,1st,,1,2016,29000,29000,0,0,29000,HistPolSoc,HistPolSoc,low,0,0,Duke University DU_HistPolSoc,22307.69230769231,0.0,1
985,Brown University,Sociology,1.2,2016-2017,1st,,1,2016,27200,0,24500,2700,27200,HistPolSoc,HistPolSoc,high,0,0,Brown University_HistPolSoc,22666.666666666668,0.0,1
986,University of Virginia (UVA),Politics,0.79,2016-2017,1st,,1,2016,18000,0,18000,0,18000,HistPolSoc,HistPolSoc,high,0,0,University of Virginia UVA_HistPolSoc,22784.810126582277,0.0,1
987,Arizona State University (ASU),Political Science,0.79,2016-2017,1st,,1,2016,17500,0,17500,0,17500,HistPolSoc,HistPolSoc,high,0,0,Arizona State University ASU_HistPolSoc,22151.898734177215,0.0,1
988,Princeton University,Art History,1.24,2016-2017,1st,,1,2016,31400,31400,0,0,31400,ArtsAndTheology,ArtsAndTheology,low,0,0,Princeton University_ArtsAndTheology,25322.58064516129,0.0,1
989,Princeton University,Religion,1.18,2016-2017,1st,,1,2016,30000,30000,0,0,30000,ArtsAndTheology,ArtsAndTheology,low,0,0,Princeton University_ArtsAndTheology,25423.728813559323,0.0,1
990,University of Delaware (UD),Electrical and Computer Engineering,0.82,2015-2016,1st,,1,2015,20800,22000,0,0,22000,Engineering,Engineering,low,1200,1200,University of Delaware UD_Engineering,25365.853658536587,1463.4146341463415,0
991,University of Southern California (USC),Political Science,0.93,2016-2017,1st,,1,2016,24000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,0,0,University of Southern California USC_HistPolSoc,25806.451612903224,0.0,1
992,University of Notre Dame (ND),History,1.05,2016-2017,1st,,1,2016,21500,21500,0,0,21500,HistPolSoc,HistPolSoc,low,0,0,University of Notre Dame ND_HistPolSoc,20476.190476190477,0.0,1
993,University of California - Davis (UCD),Sociology ,0.81,2016-2017,1st,I would be entering the program with a master's degree,1,2016,19400,0,19400,0,19400,HistPolSoc,HistPolSoc,high,0,0,University of California - Davis UCD_HistPolSoc,23950.617283950614,0.0,1
996,University of Pittsburgh,Political Science,1.05,2016-2017,1st,,1,2016,21692,21692,0,0,21692,HistPolSoc,HistPolSoc,low,0,0,University of Pittsburgh_HistPolSoc,20659.04761904762,0.0,1
997,Emory University,Political Science,0.94,2016-2017,1st,,1,2016,22000,22000,0,0,22000,HistPolSoc,HistPolSoc,low,0,0,Emory University_HistPolSoc,23404.25531914894,0.0,1
998,University of Notre Dame (ND),Political Science,1.27,2016-2017,1st,,1,2016,26000,26000,0,0,26000,HistPolSoc,HistPolSoc,low,0,0,University of Notre Dame ND_HistPolSoc,20472.440944881888,0.0,1
999,Vanderbilt University,Political Science,1.13,2016-2017,1st,,1,2016,26000,26000,0,0,26000,HistPolSoc,HistPolSoc,low,0,0,Vanderbilt University_HistPolSoc,23008.849557522128,0.0,1
1000,Duke University (DU),Political Science,1.26,2016-2017,1st,Fellowship. No TA/RA requirement. All fees and tuition covered. Also 3k worth of insurance. ,1,2016,28000,0,23000,5000,28000,HistPolSoc,HistPolSoc,high,0,0,Duke University DU_HistPolSoc,22222.222222222223,0.0,1
1001,University of California - Berkeley,Chemistry,1.12,2016-2017,1st,,1,2016,31000,31000,0,0,31000,Chemistry,Chemistry,low,0,0,University of California - Berkeley_Chemistry,27678.571428571428,0.0,0
1002,University of California - Irvine (UCI),History,0.69,2016-2017,1st,"Full fellowship (1st and 5th years), all fees and tuition waved, subedized housing and healthcare ",1,2016,20050,20050,0,0,20050,HistPolSoc,HistPolSoc,low,0,0,University of California - Irvine UCI_HistPolSoc,29057.971014492756,0.0,1
1003,University of California - San Francisco (UCSF),Biomedical Sciences,1.2,2016-2017,1st,"$4,000 bonus for first/last month's rent or moving.",1,2016,36000,36000,0,0,36000,Medical,Medical,low,0,0,University of California - San Francisco UCSF_Medical,30000.0,0.0,0
1004,University of Chicago (UC),Chemistry,1.3,2016-2017,1st,,1,2016,31500,31500,0,0,31500,Chemistry,Chemistry,low,0,0,University of Chicago UC_Chemistry,24230.76923076923,0.0,0
1005,Duke University (DU),Religious Studies,1.53,2016-2017,1st,"I was awarded the Deans Graduate Fellowship. Kind of wonky, but it  gives you 34,000 for the first two years period. It is supposed to be a combination of the base stipend (about 22,500/5yrs) + guaranteed summer fellowship for first 2 years (about 5,500) + DGF fellowship supplement (lasts for 4yrs). During years 3-4 I will go back to the base stipend (it will have increased marginally) and then get a 5,500 supplement through the DGF. Students are responsible for their own summer funding in years 3+. The base stipend expires after yr 5. ",1,2016,34000,34000,0,0,34000,ArtsAndTheology,ArtsAndTheology,low,0,0,Duke University DU_ArtsAndTheology,22222.222222222223,0.0,1
1006,Indiana University,History,0.99,2016-2017,2nd,i have a fellowship that covers all of my fees.,2,2016,21435,21435,0,0,21435,HistPolSoc,HistPolSoc,low,0,0,Indiana University_HistPolSoc,21651.515151515152,0.0,1
1007,Yale University (YU),Political Science,1.2,2016-2017,1st,,1,2016,29650,29650,0,0,29650,HistPolSoc,HistPolSoc,low,0,0,Yale University YU_HistPolSoc,24708.333333333336,0.0,1
1008,Princeton University,Politics,1.24,2016-2017,1st,,1,2016,31400,31400,0,0,31400,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc,25322.58064516129,0.0,1
1009,University of Michigan - Ann Arbor (UM),Political Science,0.97,2016-2017,1st,,1,2016,22350,22350,0,0,22350,HistPolSoc,HistPolSoc,low,0,0,University of Michigan - Ann Arbor UM_HistPolSoc,23041.23711340206,0.0,1
1010,University of Wisconsin - Madison (UW),Political Science,0.88,2016-2017,1st,,1,2016,20000,0,20000,0,20000,HistPolSoc,HistPolSoc,high,0,0,University of Wisconsin - Madison UW_HistPolSoc,22727.272727272728,0.0,1
1011,University of North Carolina - Chapel Hill (UNC),Political Science,0.81,2016-2017,1st,,1,2016,18100,0,17000,3000,20000,HistPolSoc,HistPolSoc,high,1900,1900,University of North Carolina - Chapel Hill UNC_HistPolSoc,22345.679012345678,2345.679012345679,1
1012,Michigan State University (MSU),history,1.02,2016-2017,1st,,1,2016,21000,0,13500,7500,21000,HistPolSoc,HistPolSoc,high,0,0,Michigan State University MSU_HistPolSoc,20588.235294117647,0.0,1
1013,Princeton University,Politics,1.22,2016-2017,1st,,1,2016,31000,31000,0,0,31000,HistPolSoc,HistPolSoc,low,0,0,Princeton University_HistPolSoc,25409.83606557377,0.0,1
1014,University of Chicago (UC),Comparative Literature,1.11,2016-2017,1st,,1,2016,27000,27000,0,0,27000,LinguisticsAndCommunication,LinguisticsAndCommunication,low,0,0,University of Chicago UC_LinguisticsAndCommunication,24324.324324324323,0.0,1
1015,Brown University,History,1.15,2015-2016,1st,,1,2015,26233,0,23700,2633,26333,HistPolSoc,HistPolSoc,high,100,100,Brown University_HistPolSoc,22811.304347826088,86.95652173913044,1
1016,University of Florida (UF),Biology,0.52,2016-2017,1st,,1,2016,11925,0,12600,0,12600,Biology,Biology,high,675,675,University of Florida UF_Biology,22932.69230769231,1298.076923076923,0
1017,Drexel University (DU),Chemistry,0.87,2016-2017,5th,Full health insurance; gym access,5,2016,21000,21000,0,0,21000,Chemistry,Chemistry,low,0,0,Drexel University DU_Chemistry,24137.931034482757,0.0,0
1018,Stanford University (SU),Materials Science and Engineering,1.22,2016-2017,1st,,1,2016,35000,35000,0,0,35000,Engineering,Engineering,low,0,0,Stanford University SU_Engineering,28688.524590163935,0.0,0
1019,University of Rochester (UR),Mechanical Engineering,1.26,2016-2017,1st,,1,2016,27000,30000,0,0,30000,Engineering,Engineering,low,3000,3000,University of Rochester UR_Engineering,21428.571428571428,2380.9523809523807,0
1020,University of California - Davis (UCD),Psychology,0.85,2015-2016,3rd,,3,2015,20400,21000,0,0,21000,HistPolSoc,HistPolSoc,low,600,600,University of California - Davis UCD_HistPolSoc,24000.0,705.8823529411765,1
1021,University of Illinois - Urbana- Champaign (UIUC),History,0.88,2016-2017,6th and up,"Semester Fees vary between 480 and 750.  I have  a fellowship; TAs in history are paid about 16,666/ninth months",6,2016,19400,0,20000,0,20000,HistPolSoc,HistPolSoc,high,600,600,University of Illinois - Urbana- Champaign UIUC_HistPolSoc,22045.454545454544,681.8181818181819,1
1022,University of Wisconsin - Madison (UW),Biochemistry,1.14,2016-2017,3rd,,3,2016,26000,26000,0,0,26000,Chemistry,Chemistry,low,0,0,University of Wisconsin - Madison UW_Chemistry,22807.017543859653,0.0,0
1023,University of California - San Diego (UCSD),Bioengineering,1.13,2016-2017,6th and up,No incentives for bringing in outside funding (i.e. NSF GRF),6,2016,30000,30000,0,0,30000,Engineering,Engineering,low,0,0,University of California - San Diego UCSD_Engineering,26548.672566371682,0.0,0
1024,University of California - Berkeley,Sociology,0.79,2016-2017,6th and up,,6,2016,22000,24000,0,0,24000,HistPolSoc,HistPolSoc,low,2000,2000,University of California - Berkeley_HistPolSoc,27848.101265822785,2531.645569620253,1
1025,University of North Carolina - Chapel Hill (UNC),Biomedical Engineering ,0.9,2016-2017,2nd,,2,2016,20050,22000,0,0,22000,Engineering,Engineering,low,1950,1950,University of North Carolina - Chapel Hill UNC_Engineering,22277.777777777777,2166.6666666666665,0
1026,Columbia University (CU),History,1.03,2016-2017,1st,,1,2016,30760,0,27260,3500,30760,HistPolSoc,HistPolSoc,high,0,0,Columbia University CU_HistPolSoc,29864.077669902912,0.0,1
1027,University of Michigan - Ann Arbor (UM),History,1.17,2016-2017,1st,,1,2016,27000,0,22000,5000,27000,HistPolSoc,HistPolSoc,high,0,0,University of Michigan - Ann Arbor UM_HistPolSoc,23076.923076923078,0.0,1
1028,University of Chicago (UC),History,1.11,2016-2017,1st,,1,2016,27000,0,24000,3000,27000,HistPolSoc,HistPolSoc,high,0,0,University of Chicago UC_HistPolSoc,24324.324324324323,0.0,1
